date,type,downloads
2022-04-21,RS-os,22751
2022-04-21,desktop,34550
2022-04-22,RS-os,21079
2022-04-22,desktop,31659
2022-04-23,RS-os,22117
2022-04-23,desktop,23552
2022-04-24,RS-os,1166
2022-04-24,desktop,19703
2022-04-25,RS-os,2921
2022-04-25,desktop,34552
2022-04-26,RS-os,6138
2022-04-26,desktop,35366
2022-04-27,RS-os,5518
2022-04-27,desktop,34687
2022-04-28,RS-os,21406
2022-04-28,desktop,37380
2022-04-29,RS-os,22789
2022-04-29,desktop,34264
2022-04-30,RS-os,982
2022-04-30,desktop,20122
2022-05-01,RS-os,7200
2022-05-01,desktop,20157
2022-05-02,RS-os,22513
2022-05-02,desktop,37606
2022-05-03,RS-os,22973
2022-05-03,desktop,36547
2022-05-04,RS-os,4441
2022-05-04,desktop,32396
2022-05-05,RS-os,22632
2022-05-05,desktop,35381
2022-05-06,RS-os,22744
2022-05-06,desktop,32628
2022-05-07,RS-os,22149
2022-05-07,desktop,23749
2022-05-08,RS-os,21972
2022-05-08,desktop,22372
2022-05-09,RS-os,2748
2022-05-09,desktop,35653
2022-05-10,RS-os,22555
2022-05-10,desktop,40325
2022-05-11,RS-os,9273
2022-05-11,desktop,35241
2022-05-12,RS-os,20103
2022-05-12,desktop,35166
2022-05-13,RS-os,22868
2022-05-13,desktop,31758
2022-05-14,RS-os,15216
2022-05-14,desktop,20962
2022-05-15,RS-os,22070
2022-05-15,desktop,22598
2022-05-16,RS-os,12381
2022-05-16,desktop,34911
2022-05-17,RS-os,22511
2022-05-17,desktop,37995
2022-05-18,RS-os,5599
2022-05-18,desktop,31877
2022-05-19,RS-os,7061
2022-05-19,desktop,30965
2022-05-20,RS-os,16056
2022-05-20,desktop,28193
2022-05-21,RS-os,21151
2022-05-21,desktop,21335
2022-05-22,RS-os,22049
2022-05-22,desktop,20647
2022-05-23,RS-os,7482
2022-05-23,desktop,30571
2022-05-24,RS-os,13373
2022-05-24,desktop,32862
2022-05-25,RS-os,22539
2022-05-25,desktop,32829
2022-05-26,RS-os,6149
2022-05-26,desktop,26835
2022-05-27,RS-os,9138
2022-05-27,desktop,24039
2022-05-28,RS-os,7918
2022-05-28,desktop,17634
2022-05-29,RS-os,1042
2022-05-29,desktop,15724
2022-05-30,RS-os,10508
2022-05-30,desktop,8462
2022-05-31,RS-os,22920
2022-05-31,desktop,32634
2022-06-01,RS-os,17010
2022-06-01,desktop,30855
2022-06-02,RS-os,5339
2022-06-02,desktop,30857
2022-06-03,RS-os,2117
2022-06-03,desktop,32276
2022-06-04,RS-os,15461
2022-06-04,desktop,46789
2022-06-05,RS-os,2893
2022-06-05,desktop,38085
2022-06-06,RS-os,2134
2022-06-06,desktop,71031
2022-06-07,RS-os,6038
2022-06-07,desktop,71075
2022-06-08,RS-os,7382
2022-06-08,desktop,66259
2022-06-09,RS-os,4395
2022-06-09,desktop,54251
2022-06-10,RS-os,8151
2022-06-10,desktop,44402
2022-06-11,RS-os,18396
2022-06-11,desktop,29624
2022-06-12,RS-os,4543
2022-06-12,desktop,26647
2022-06-13,RS-os,3544
2022-06-13,desktop,49230
2022-06-14,RS-os,3809
2022-06-14,desktop,46982
2022-06-15,RS-os,5920
2022-06-15,desktop,44714
2022-06-16,RS-os,14659
2022-06-16,desktop,40854
2022-06-17,RS-os,9019
2022-06-17,desktop,33757
2022-06-18,RS-os,17493
2022-06-18,desktop,25080
2022-06-19,RS-os,21683
2022-06-19,desktop,25765
2022-06-20,RS-os,22526
2022-06-20,desktop,44284
2022-06-21,RS-os,19733
2022-06-21,desktop,45579
2022-06-22,RS-os,18965
2022-06-22,desktop,43324
2022-06-23,RS-os,22374
2022-06-23,desktop,40380
2022-06-24,RS-os,12446
2022-06-24,desktop,31998
2022-06-25,RS-os,3145
2022-06-25,desktop,19390
2022-06-26,RS-os,18661
2022-06-26,desktop,23514
2022-06-27,RS-os,16061
2022-06-27,desktop,42245
2022-06-28,RS-os,9453
2022-06-28,desktop,36414
2022-06-29,RS-os,5642
2022-06-29,desktop,33739
2022-06-30,RS-os,13645
2022-06-30,desktop,33838
2022-07-01,RS-os,15419
2022-07-01,desktop,32062
2022-07-02,RS-os,1137
2022-07-02,desktop,17328
2022-07-03,RS-os,6797
2022-07-03,desktop,18648
2022-07-04,RS-os,20394
2022-07-04,desktop,33608
2022-07-05,RS-os,7224
2022-07-05,desktop,35431
2022-07-06,RS-os,11167
2022-07-06,desktop,35192
2022-07-07,RS-os,15287
2022-07-07,desktop,33381
2022-07-08,RS-os,13893
2022-07-08,desktop,32464
2022-07-09,RS-os,15232
2022-07-09,desktop,23048
2022-07-10,RS-os,1679
2022-07-10,desktop,18570
2022-07-11,RS-os,14842
2022-07-11,desktop,41536
2022-07-12,RS-os,4100
2022-07-12,desktop,36392
2022-07-13,RS-os,14832
2022-07-13,desktop,29974
2022-07-14,RS-os,1890
2022-07-14,desktop,30734
2022-07-15,RS-os,14104
2022-07-15,desktop,28863
2022-07-16,RS-os,935
2022-07-16,desktop,17378
2022-07-17,RS-os,15897
2022-07-17,desktop,20793
2022-07-18,RS-os,6420
2022-07-18,desktop,34821
2022-07-19,RS-os,15813
2022-07-19,desktop,35595
2022-07-20,RS-os,14592
2022-07-20,desktop,34091
2022-07-21,RS-os,1913
2022-07-21,desktop,29795
2022-07-22,RS-os,15445
2022-07-22,desktop,28960
2022-07-23,RS-os,16771
2022-07-23,desktop,20314
2022-07-24,RS-os,16151
2022-07-24,desktop,20384
2022-07-25,RS-os,15548
2022-07-25,desktop,44280
2022-07-26,RS-os,110
2022-07-26,desktop,4479
2022-07-27,RS-os,9710
2022-07-27,desktop,55456
2022-07-28,RS-os,110
2022-07-28,desktop,2414
2022-07-29,RS-os,18328
2022-07-29,desktop,40605
2022-07-30,RS-os,15795
2022-07-30,desktop,25093
2022-07-31,RS-os,18360
2022-07-31,desktop,26178
2022-08-01,RS-os,18080
2022-08-01,desktop,47304
2022-08-02,RS-os,13899
2022-08-02,desktop,44353
2022-08-03,RS-os,12425
2022-08-03,desktop,41032
2022-08-04,RS-os,11561
2022-08-04,desktop,38452
2022-08-05,RS-os,12910
2022-08-05,desktop,33187
2022-08-06,RS-os,12166
2022-08-06,desktop,20881
2022-08-07,RS-os,18254
2022-08-07,desktop,22961
2022-08-08,RS-os,18761
2022-08-08,desktop,41799
2022-08-09,RS-os,14812
2022-08-09,desktop,38813
2022-08-10,RS-os,13286
2022-08-10,desktop,37336
2022-08-11,RS-os,14601
2022-08-11,desktop,35555
2022-08-12,RS-os,13908
2022-08-12,desktop,30751
2022-08-13,RS-os,16058
2022-08-13,desktop,20952
2022-08-14,RS-os,14646
2022-08-14,desktop,20767
2022-08-15,RS-os,13182
2022-08-15,desktop,35507
2022-08-16,RS-os,13636
2022-08-16,desktop,39877
2022-08-17,RS-os,13925
2022-08-17,desktop,40049
2022-08-18,RS-os,2957
2022-08-18,desktop,36139
2022-08-19,RS-os,7526
2022-08-19,desktop,31715
2022-08-20,RS-os,1060
2022-08-20,desktop,20328
2022-08-21,RS-os,1062
2022-08-21,desktop,20465
2022-08-22,RS-os,2091
2022-08-22,desktop,48636
2022-08-23,RS-os,2044
2022-08-23,desktop,52267
2022-08-24,RS-os,2139
2022-08-24,desktop,52316
2022-08-25,RS-os,2314
2022-08-25,desktop,50544
2022-08-26,RS-os,2098
2022-08-26,desktop,40710
2022-08-27,RS-os,1378
2022-08-27,desktop,22399
2022-08-28,RS-os,1125
2022-08-28,desktop,25030
2022-08-29,RS-os,2298
2022-08-29,desktop,54533
2022-08-30,RS-os,1960
2022-08-30,desktop,58397
2022-08-31,RS-os,1852
2022-08-31,desktop,53323
2022-09-01,RS-os,1845
2022-09-01,desktop,55874
2022-09-02,RS-os,2157
2022-09-02,desktop,43011
2022-09-03,RS-os,1181
2022-09-03,desktop,24001
2022-09-04,RS-os,1001
2022-09-04,desktop,26268
2022-09-05,RS-os,1641
2022-09-05,desktop,50352
2022-09-06,RS-os,980
2022-09-06,desktop,64751
2022-09-07,RS-os,8154
2022-09-07,desktop,64626
2022-09-08,RS-os,16302
2022-09-08,desktop,60439
2022-09-09,RS-os,93
2022-09-09,desktop,3071
2022-09-10,RS-os,1023
2022-09-10,desktop,24298
2022-09-11,RS-os,1225
2022-09-11,desktop,28343
2022-09-12,RS-os,1786
2022-09-12,desktop,59172
2022-09-13,RS-os,2037
2022-09-13,desktop,65039
2022-09-14,RS-os,2040
2022-09-14,desktop,59607
2022-09-15,RS-os,2174
2022-09-15,desktop,53696
2022-09-16,RS-os,1862
2022-09-16,desktop,43280
2022-09-17,RS-os,1131
2022-09-17,desktop,24879
2022-09-18,RS-os,1262
2022-09-18,desktop,28481
2022-09-19,RS-os,2006
2022-09-19,desktop,54838
2022-09-20,RS-os,2111
2022-09-20,desktop,57416
2022-09-21,RS-os,2030
2022-09-21,desktop,54669
2022-09-22,RS-os,1968
2022-09-22,desktop,55693
2022-09-23,RS-os,1899
2022-09-23,desktop,48016
2022-09-24,RS-os,1055
2022-09-24,desktop,25840
2022-09-25,RS-os,1035
2022-09-25,desktop,29166
2022-09-26,RS-os,2137
2022-09-26,desktop,55114
2022-09-27,RS-os,2055
2022-09-27,desktop,56492
2022-09-28,RS-os,2084
2022-09-28,desktop,52421
2022-09-29,RS-os,1916
2022-09-29,desktop,49696
2022-09-30,RS-os,1857
2022-09-30,desktop,39550
2022-10-01,RS-os,1007
2022-10-01,desktop,22301
2022-10-02,RS-os,933
2022-10-02,desktop,24041
2022-10-03,RS-os,1851
2022-10-03,desktop,46383
2022-10-04,RS-os,1931
2022-10-04,desktop,49209
2022-10-05,RS-os,1921
2022-10-05,desktop,47049
2022-10-06,RS-os,2249
2022-10-06,desktop,45972
2022-10-07,RS-os,1890
2022-10-07,desktop,37442
2022-10-08,RS-os,1198
2022-10-08,desktop,23885
2022-10-09,RS-os,1354
2022-10-09,desktop,25086
2022-10-10,RS-os,1900
2022-10-10,desktop,43879
2022-10-11,RS-os,2194
2022-10-11,desktop,47952
2022-10-12,RS-os,2040
2022-10-12,desktop,44855
2022-10-13,RS-os,2392
2022-10-13,desktop,41956
2022-10-14,RS-os,2174
2022-10-14,desktop,36876
2022-10-15,RS-os,1312
2022-10-15,desktop,22844
2022-10-16,RS-os,1150
2022-10-16,desktop,24354
2022-10-17,RS-os,1977
2022-10-17,desktop,45381
2022-10-18,RS-os,2178
2022-10-18,desktop,46314
2022-10-19,RS-os,1872
2022-10-19,desktop,44695
2022-10-20,RS-os,2185
2022-10-20,desktop,42485
2022-10-21,RS-os,1950
2022-10-21,desktop,35757
2022-10-22,RS-os,1113
2022-10-22,desktop,22621
2022-10-23,RS-os,1230
2022-10-23,desktop,24037
2022-10-24,RS-os,1912
2022-10-24,desktop,42301
2022-10-25,RS-os,2221
2022-10-25,desktop,42328
2022-10-26,RS-os,2411
2022-10-26,desktop,42384
2022-10-27,RS-os,1928
2022-10-27,desktop,38941
2022-10-28,RS-os,1829
2022-10-28,desktop,32347
2022-10-29,RS-os,1021
2022-10-29,desktop,19453
2022-10-30,RS-os,950
2022-10-30,desktop,21593
2022-10-31,RS-os,2185
2022-10-31,desktop,36972
2022-11-01,RS-os,1875
2022-11-01,desktop,36598
2022-11-02,RS-os,1762
2022-11-02,desktop,39630
2022-11-03,RS-os,1905
2022-11-03,desktop,37954
2022-11-04,RS-os,1634
2022-11-04,desktop,31257
2022-11-05,RS-os,1064
2022-11-05,desktop,20975
2022-11-06,RS-os,919
2022-11-06,desktop,21668
2022-11-07,RS-os,1824
2022-11-07,desktop,39303
2022-11-08,RS-os,1770
2022-11-08,desktop,37731
2022-11-09,RS-os,1798
2022-11-09,desktop,37961
2022-11-10,RS-os,1723
2022-11-10,desktop,35719
2022-11-11,RS-os,1550
2022-11-11,desktop,28691
2022-11-12,RS-os,926
2022-11-12,desktop,20943
2022-11-13,RS-os,908
2022-11-13,desktop,22388
2022-11-14,RS-os,1769
2022-11-14,desktop,47015
2022-11-15,RS-os,2186
2022-11-15,desktop,76533
2022-11-16,RS-os,1811
2022-11-16,desktop,65400
2022-11-17,RS-os,1866
2022-11-17,desktop,57944
2022-11-18,RS-os,1995
2022-11-18,desktop,46865
2022-11-19,RS-os,1072
2022-11-19,desktop,29953
2022-11-20,RS-os,919
2022-11-20,desktop,30831
2022-11-21,RS-os,1974
2022-11-21,desktop,51481
2022-11-22,RS-os,2310
2022-11-22,desktop,48697
2022-11-23,RS-os,1753
2022-11-23,desktop,44452
2022-11-24,RS-os,1581
2022-11-24,desktop,37235
2022-11-25,RS-os,1483
2022-11-25,desktop,31212
2022-11-26,RS-os,922
2022-11-26,desktop,22428
2022-11-27,RS-os,1044
2022-11-27,desktop,24078
2022-11-28,RS-os,2056
2022-11-28,desktop,45340
2022-11-29,RS-os,2068
2022-11-29,desktop,45043
2022-11-30,RS-os,2336
2022-11-30,desktop,42355
2022-12-01,RS-os,2215
2022-12-01,desktop,40652
2022-12-02,RS-os,2243
2022-12-02,desktop,35067
2022-12-03,RS-os,1101
2022-12-03,desktop,23610
2022-12-04,RS-os,1045
2022-12-04,desktop,24689
2022-12-05,RS-os,2163
2022-12-05,desktop,40209
2022-12-06,RS-os,2179
2022-12-06,desktop,38234
2022-12-07,RS-os,1884
2022-12-07,desktop,37734
2022-12-08,RS-os,1884
2022-12-08,desktop,35619
2022-12-09,RS-os,1860
2022-12-09,desktop,30017
2022-12-10,RS-os,1254
2022-12-10,desktop,20662
2022-12-11,RS-os,1206
2022-12-11,desktop,21888
2022-12-12,RS-os,2298
2022-12-12,desktop,33468
2022-12-13,RS-os,2131
2022-12-13,desktop,32546
2022-12-14,RS-os,2056
2022-12-14,desktop,31997
2022-12-15,RS-os,2703
2022-12-15,desktop,29760
2022-12-16,RS-os,6132
2022-12-16,desktop,31860
2022-12-17,RS-os,4934
2022-12-17,desktop,41577
2022-12-18,RS-os,4877
2022-12-18,desktop,32490
2022-12-19,RS-os,5715
2022-12-19,desktop,60114
2022-12-20,RS-os,5774
2022-12-20,desktop,47955
2022-12-21,RS-os,5724
2022-12-21,desktop,41318
2022-12-22,RS-os,5455
2022-12-22,desktop,35668
2022-12-23,RS-os,5347
2022-12-23,desktop,26134
2022-12-24,RS-os,4722
2022-12-24,desktop,15891
2022-12-25,RS-os,4806
2022-12-25,desktop,14875
2022-12-26,RS-os,5083
2022-12-26,desktop,22675
2022-12-27,RS-os,5219
2022-12-27,desktop,26004
2022-12-28,RS-os,5483
2022-12-28,desktop,25737
2022-12-29,RS-os,5173
2022-12-29,desktop,23738
2022-12-30,RS-os,5099
2022-12-30,desktop,20376
2022-12-31,RS-os,4788
2022-12-31,desktop,13037
2023-01-01,RS-os,4876
2023-01-01,desktop,13005
2023-01-02,RS-os,5319
2023-01-02,desktop,27295
2023-01-03,RS-os,5608
2023-01-03,desktop,39464
2023-01-04,RS-os,5822
2023-01-04,desktop,41262
2023-01-05,RS-os,5737
2023-01-05,desktop,40943
2023-01-06,RS-os,6516
2023-01-06,desktop,34705
2023-01-07,RS-os,5233
2023-01-07,desktop,23266
2023-01-08,RS-os,5056
2023-01-08,desktop,23949
2023-01-09,RS-os,6274
2023-01-09,desktop,57128
2023-01-10,RS-os,6215
2023-01-10,desktop,60522
2023-01-11,RS-os,6348
2023-01-11,desktop,59234
2023-01-12,RS-os,7092
2023-01-12,desktop,54395
2023-01-13,RS-os,6088
2023-01-13,desktop,41749
2023-01-14,RS-os,4945
2023-01-14,desktop,24387
2023-01-15,RS-os,5079
2023-01-15,desktop,25244
2023-01-16,RS-os,5629
2023-01-16,desktop,46184
2023-01-17,RS-os,6428
2023-01-17,desktop,59783
2023-01-18,RS-os,6019
2023-01-18,desktop,58712
2023-01-19,RS-os,5887
2023-01-19,desktop,55699
2023-01-20,RS-os,5769
2023-01-20,desktop,44435
2023-01-21,RS-os,4820
2023-01-21,desktop,23748
2023-01-22,RS-os,4807
2023-01-22,desktop,24976
2023-01-23,RS-os,5818
2023-01-23,desktop,53815
2023-01-24,RS-os,6070
2023-01-24,desktop,55196
2023-01-25,RS-os,6342
2023-01-25,desktop,51942
2023-01-26,RS-os,5679
2023-01-26,desktop,44856
2023-01-27,RS-os,5917
2023-01-27,desktop,37357
2023-01-28,RS-os,4970
2023-01-28,desktop,22640
2023-01-29,RS-os,5112
2023-01-29,desktop,23173
2023-01-30,RS-os,6427
2023-01-30,desktop,48010
2023-01-31,RS-os,6094
2023-01-31,desktop,49204
2023-02-01,RS-os,6471
2023-02-01,desktop,47476
2023-02-02,RS-os,5815
2023-02-02,desktop,48074
2023-02-03,RS-os,5961
2023-02-03,desktop,39179
2023-02-04,RS-os,4840
2023-02-04,desktop,24162
2023-02-05,RS-os,4866
2023-02-05,desktop,24771
2023-02-06,RS-os,5791
2023-02-06,desktop,47908
2023-02-07,RS-os,6018
2023-02-07,desktop,50246
2023-02-08,RS-os,5902
2023-02-08,desktop,50009
2023-02-09,RS-os,5903
2023-02-09,desktop,47275
2023-02-10,RS-os,5533
2023-02-10,desktop,39328
2023-02-11,RS-os,5105
2023-02-11,desktop,23773
2023-02-12,RS-os,5082
2023-02-12,desktop,24358
2023-02-13,RS-os,6004
2023-02-13,desktop,48540
2023-02-14,RS-os,5788
2023-02-14,desktop,46920
2023-02-15,RS-os,6029
2023-02-15,desktop,47218
2023-02-16,RS-os,5949
2023-02-16,desktop,44140
2023-02-17,RS-os,5552
2023-02-17,desktop,37842
2023-02-18,RS-os,4789
2023-02-18,desktop,24030
2023-02-19,RS-os,4815
2023-02-19,desktop,25375
2023-02-20,RS-os,5331
2023-02-20,desktop,45313
2023-02-21,RS-os,5986
2023-02-21,desktop,45231
2023-02-22,RS-os,6071
2023-02-22,desktop,45966
2023-02-23,RS-os,5959
2023-02-23,desktop,43655
2023-02-24,RS-os,8815
2023-02-24,desktop,37234
2023-02-25,RS-os,5084
2023-02-25,desktop,23734
2023-02-26,RS-os,5343
2023-02-26,desktop,25724
2023-02-27,RS-os,6160
2023-02-27,desktop,49448
2023-02-28,RS-os,6739
2023-02-28,desktop,49438
2023-03-01,RS-os,7637
2023-03-01,desktop,48268
2023-03-02,RS-os,429
2023-03-02,desktop,2598
2023-03-03,RS-os,5315
2023-03-03,desktop,43574
2023-03-04,RS-os,4615
2023-03-04,desktop,27202
2023-03-05,RS-os,5000
2023-03-05,desktop,25642
2023-03-06,RS-os,5937
2023-03-06,desktop,47803
2023-03-07,RS-os,6357
2023-03-07,desktop,48980
2023-03-08,RS-os,5579
2023-03-08,desktop,47499
2023-03-09,RS-os,5603
2023-03-09,desktop,46622
2023-03-10,RS-os,5548
2023-03-10,desktop,37035
2023-03-11,RS-os,4730
2023-03-11,desktop,23706
2023-03-12,RS-os,4754
2023-03-12,desktop,25895
2023-03-13,RS-os,6235
2023-03-13,desktop,49398
2023-03-14,RS-os,6695
2023-03-14,desktop,50047
2023-03-15,RS-os,5732
2023-03-15,desktop,48292
2023-03-16,RS-os,8917
2023-03-16,desktop,44316
2023-03-17,RS-os,5808
2023-03-17,desktop,41526
2023-03-18,RS-os,4640
2023-03-18,desktop,27847
2023-03-19,RS-os,4498
2023-03-19,desktop,28098
2023-03-20,RS-os,6151
2023-03-20,desktop,50809
2023-03-21,RS-os,6035
2023-03-21,desktop,88883
2023-03-22,RS-os,6182
2023-03-22,desktop,107566
2023-03-23,RS-os,5544
2023-03-23,desktop,82235
2023-03-24,RS-os,5754
2023-03-24,desktop,63743
2023-03-25,RS-os,4799
2023-03-25,desktop,40462
2023-03-26,RS-os,4953
2023-03-26,desktop,38979
2023-03-27,RS-os,5829
2023-03-27,desktop,68281
2023-03-28,RS-os,5752
2023-03-28,desktop,67716
2023-03-29,RS-os,5614
2023-03-29,desktop,63073
2023-03-30,RS-os,5357
2023-03-30,desktop,57835
2023-03-31,RS-os,5250
2023-03-31,desktop,47980
2023-04-01,RS-os,4500
2023-04-01,desktop,32457
2023-04-02,RS-os,4587
2023-04-02,desktop,33914
2023-04-03,RS-os,5421
2023-04-03,desktop,57037
2023-04-04,RS-os,5621
2023-04-04,desktop,54345
2023-04-05,RS-os,5278
2023-04-05,desktop,48298
2023-04-06,RS-os,5786
2023-04-06,desktop,44195
2023-04-07,RS-os,5182
2023-04-07,desktop,36312
2023-04-08,RS-os,4480
2023-04-08,desktop,26562
2023-04-09,RS-os,4608
2023-04-09,desktop,26580
2023-04-10,RS-os,5482
2023-04-10,desktop,42795
2023-04-11,RS-os,5430
2023-04-11,desktop,52702
2023-04-12,RS-os,5509
2023-04-12,desktop,51411
2023-04-13,RS-os,5466
2023-04-13,desktop,46939
2023-04-14,RS-os,5365
2023-04-14,desktop,36996
2023-04-15,RS-os,4490
2023-04-15,desktop,24350
2023-04-16,RS-os,4536
2023-04-16,desktop,24346
2023-04-17,RS-os,5412
2023-04-17,desktop,47886
2023-04-18,RS-os,5843
2023-04-18,desktop,47461
2023-04-19,RS-os,5364
2023-04-19,desktop,48354
2023-04-20,RS-os,5432
2023-04-20,desktop,43827
2023-04-21,RS-os,5199
2023-04-21,desktop,36077
2023-04-22,RS-os,4586
2023-04-22,desktop,25812
2023-04-23,RS-os,4650
2023-04-23,desktop,28498
2023-04-24,RS-os,5383
2023-04-24,desktop,44296
2023-04-25,RS-os,5500
2023-04-25,desktop,45445
2023-04-26,RS-os,5449
2023-04-26,desktop,43055
2023-04-27,RS-os,5538
2023-04-27,desktop,40190
2023-04-28,RS-os,5295
2023-04-28,desktop,33927
2023-04-29,RS-os,4545
2023-04-29,desktop,21944
2023-04-30,RS-os,4552
2023-04-30,desktop,21322
2023-05-01,RS-os,4988
2023-05-01,desktop,29653
2023-05-02,RS-os,6114
2023-05-02,desktop,40004
2023-05-03,RS-os,5683
2023-05-03,desktop,35953
2023-05-04,RS-os,5878
2023-05-04,desktop,37806
2023-05-05,RS-os,5884
2023-05-05,desktop,32958
2023-05-06,RS-os,4991
2023-05-06,desktop,24282
2023-05-07,RS-os,4942
2023-05-07,desktop,23625
2023-05-08,RS-os,5747
2023-05-08,desktop,38540
2023-05-09,RS-os,5780
2023-05-09,desktop,40231
2023-05-10,RS-os,6365
2023-05-10,desktop,35854
2023-05-11,RS-os,5563
2023-05-11,desktop,34870
2023-05-12,RS-os,5512
2023-05-12,desktop,39657
2023-05-13,RS-os,4881
2023-05-13,desktop,42747
2023-05-14,RS-os,4833
2023-05-14,desktop,37504
2023-05-15,RS-os,6274
2023-05-15,desktop,79922
2023-05-16,RS-os,6110
2023-05-16,desktop,74157
2023-05-17,RS-os,5951
2023-05-17,desktop,61403
2023-05-18,RS-os,5485
2023-05-18,desktop,50115
2023-05-19,RS-os,5630
2023-05-19,desktop,47745
2023-05-20,RS-os,4836
2023-05-20,desktop,33098
2023-05-21,RS-os,4923
2023-05-21,desktop,33898
2023-05-22,RS-os,5767
2023-05-22,desktop,54281
2023-05-23,RS-os,5826
2023-05-23,desktop,51047
2023-05-24,RS-os,5591
2023-05-24,desktop,48521
2023-05-25,RS-os,5732
2023-05-25,desktop,44940
2023-05-26,RS-os,5654
2023-05-26,desktop,38299
2023-05-27,RS-os,4830
2023-05-27,desktop,25211
2023-05-28,RS-os,4793
2023-05-28,desktop,25203
2023-05-29,RS-os,5397
2023-05-29,desktop,38169
2023-05-30,RS-os,5847
2023-05-30,desktop,45893
2023-05-31,RS-os,5862
2023-05-31,desktop,44259
2023-06-01,RS-os,5831
2023-06-01,desktop,41424
2023-06-02,RS-os,5616
2023-06-02,desktop,34818
2023-06-03,RS-os,4888
2023-06-03,desktop,23154
2023-06-04,RS-os,4897
2023-06-04,desktop,25140
2023-06-05,RS-os,5837
2023-06-05,desktop,41982
2023-06-06,RS-os,5724
2023-06-06,desktop,41963
2023-06-07,RS-os,5798
2023-06-07,desktop,39571
2023-06-08,RS-os,5816
2023-06-08,desktop,39071
2023-06-09,RS-os,5732
2023-06-09,desktop,67556
2023-06-10,RS-os,4888
2023-06-10,desktop,36178
2023-06-11,RS-os,4996
2023-06-11,desktop,34159
2023-06-12,RS-os,5895
2023-06-12,desktop,60535
2023-06-13,RS-os,5819
2023-06-13,desktop,54600
2023-06-14,RS-os,5848
2023-06-14,desktop,51907
2023-06-15,RS-os,5933
2023-06-15,desktop,47349
2023-06-16,RS-os,5675
2023-06-16,desktop,40434
2023-06-17,RS-os,4786
2023-06-17,desktop,25176
2023-06-18,RS-os,4643
2023-06-18,desktop,21790
2023-06-19,RS-os,5363
2023-06-19,desktop,39442
2023-06-20,RS-os,5636
2023-06-20,desktop,41307
2023-06-21,RS-os,6200
2023-06-21,desktop,37596
2023-06-22,RS-os,6445
2023-06-22,desktop,36197
2023-06-23,RS-os,5978
2023-06-23,desktop,30414
2023-06-24,RS-os,5350
2023-06-24,desktop,21919
2023-06-25,RS-os,4865
2023-06-25,desktop,21369
2023-06-26,RS-os,5396
2023-06-26,desktop,39037
2023-06-27,RS-os,5465
2023-06-27,desktop,38949
2023-06-28,RS-os,5555
2023-06-28,desktop,36682
2023-06-29,RS-os,5536
2023-06-29,desktop,30542
2023-06-30,RS-os,5398
2023-06-30,desktop,26745
2023-07-01,RS-os,4703
2023-07-01,desktop,16123
2023-07-02,RS-os,4719
2023-07-02,desktop,16890
2023-07-03,RS-os,5380
2023-07-03,desktop,31311
2023-07-04,RS-os,5221
2023-07-04,desktop,30812
2023-07-05,RS-os,5188
2023-07-05,desktop,32946
2023-07-06,RS-os,5496
2023-07-06,desktop,31796
2023-07-07,RS-os,5396
2023-07-07,desktop,30099
2023-07-08,RS-os,5030
2023-07-08,desktop,26213
2023-07-09,RS-os,4649
2023-07-09,desktop,23291
2023-07-10,RS-os,5556
2023-07-10,desktop,47508
2023-07-11,RS-os,5532
2023-07-11,desktop,45502
2023-07-12,RS-os,5593
2023-07-12,desktop,40925
2023-07-13,RS-os,5557
2023-07-13,desktop,37026
2023-07-14,RS-os,5289
2023-07-14,desktop,31295
2023-07-15,RS-os,4665
2023-07-15,desktop,20134
2023-07-16,RS-os,4756
2023-07-16,desktop,19570
2023-07-17,RS-os,5629
2023-07-17,desktop,37662
2023-07-18,RS-os,5556
2023-07-18,desktop,35624
2023-07-19,RS-os,5428
2023-07-19,desktop,35957
2023-07-20,RS-os,5508
2023-07-20,desktop,33081
2023-07-21,RS-os,5361
2023-07-21,desktop,27671
2023-07-22,RS-os,4724
2023-07-22,desktop,18222
2023-07-23,RS-os,4716
2023-07-23,desktop,17881
2023-07-24,RS-os,5655
2023-07-24,desktop,35000
2023-07-25,RS-os,5907
2023-07-25,desktop,36105
2023-07-26,RS-os,6455
2023-07-26,desktop,33171
2023-07-27,RS-os,6360
2023-07-27,desktop,31404
2023-07-28,RS-os,5999
2023-07-28,desktop,27417
2023-07-29,RS-os,5527
2023-07-29,desktop,18145
2023-07-30,RS-os,5356
2023-07-30,desktop,17897
2023-07-31,RS-os,5945
2023-07-31,desktop,34836
2023-08-01,RS-os,5727
2023-08-01,desktop,36192
2023-08-02,RS-os,5684
2023-08-02,desktop,35899
2023-08-03,RS-os,5895
2023-08-03,desktop,35129
2023-08-04,RS-os,5377
2023-08-04,desktop,29667
2023-08-05,RS-os,5059
2023-08-05,desktop,19633
2023-08-06,RS-os,5019
2023-08-06,desktop,19274
2023-08-07,RS-os,5944
2023-08-07,desktop,35194
2023-08-08,RS-os,5846
2023-08-08,desktop,37063
2023-08-09,RS-os,5843
2023-08-09,desktop,34964
2023-08-10,RS-os,5732
2023-08-10,desktop,33133
2023-08-11,RS-os,5790
2023-08-11,desktop,28245
2023-08-12,RS-os,4834
2023-08-12,desktop,19963
2023-08-13,RS-os,4785
2023-08-13,desktop,19658
2023-08-14,RS-os,5764
2023-08-14,desktop,33567
2023-08-15,RS-os,5653
2023-08-15,desktop,32372
2023-08-16,RS-os,5781
