"date","downloads"
"2020-06-23",27483
"2020-06-24",25710
"2020-06-25",26172
"2020-06-26",22743
"2020-06-27",17911
"2020-06-28",17083
"2020-06-29",27286
"2020-06-30",26586
"2020-07-01",26233
"2020-07-02",25498
"2020-07-03",21801
"2020-07-04",16486
"2020-07-05",16096
"2020-07-06",26816
"2020-07-07",24869
"2020-07-08",24586
"2020-07-09",22979
"2020-07-10",20183
"2020-07-11",14715
"2020-07-12",15099
"2020-07-13",25000
"2020-07-14",25059
"2020-07-15",25618
"2020-07-16",28449
"2020-07-17",24908
"2020-07-18",17169
"2020-07-19",16763
"2020-07-20",27051
"2020-07-21",27269
"2020-07-22",25647
"2020-07-23",27979
"2020-07-24",21258
"2020-07-25",14245
"2020-07-26",14406
"2020-07-27",27774
"2020-07-28",25648
"2020-07-29",23623
"2020-07-30",22648
"2020-07-31",19447
"2020-08-01",13946
"2020-08-02",15968
"2020-08-03",26121
"2020-08-04",26271
"2020-08-05",25441
"2020-08-06",24651
"2020-08-07",21060
"2020-08-08",15865
"2020-08-09",15674
"2020-08-10",25181
"2020-08-11",28110
"2020-08-12",29254
"2020-08-13",40243
"2020-08-14",24543
"2020-08-15",17177
"2020-08-16",17464
"2020-08-17",29908
"2020-08-18",31957
"2020-08-19",31305
"2020-08-20",30710
"2020-08-21",27196
"2020-08-22",18337
"2020-08-23",19496
"2020-08-24",38805
"2020-08-25",38786
"2020-08-26",41181
"2020-08-27",37490
"2020-08-28",31188
"2020-08-29",19318
"2020-08-30",21563
"2020-08-31",40248
"2020-09-01",44150
"2020-09-02",43275
"2020-09-03",41077
"2020-09-04",33325
"2020-09-05",19981
"2020-09-06",21662
"2020-09-07",37707
"2020-09-08",45310
"2020-09-09",44973
"2020-09-10",42917
"2020-09-11",35262
"2020-09-12",22072
"2020-09-13",24512
"2020-09-14",45566
"2020-09-15",45892
"2020-09-16",42938
"2020-09-17",40424
"2020-09-18",35602
"2020-09-19",22539
"2020-09-20",24235
"2020-09-21",43333
"2020-09-22",43959
"2020-09-23",41814
"2020-09-24",40290
"2020-09-25",35460
"2020-09-26",22688
"2020-09-27",23202
"2020-09-28",41517
"2020-09-29",41170
"2020-09-30",39888
"2020-10-01",39500
"2020-10-02",32419
"2020-10-03",21225
"2020-10-04",22910
"2020-10-05",42819
"2020-10-06",42840
"2020-10-07",42185
"2020-10-08",38028
"2020-10-09",34210
"2020-10-10",21988
"2020-10-11",22336
"2020-10-12",52234
"2020-10-13",81417
"2020-10-14",19948
"2020-10-15",37486
"2020-10-16",32443
"2020-10-17",21957
"2020-10-18",22869
"2020-10-19",37872
"2020-10-20",38278
"2020-10-21",36707
"2020-10-22",34223
"2020-10-23",29330
"2020-10-24",19121
"2020-10-25",19874
"2020-10-26",35054
"2020-10-27",35061
"2020-10-28",32697
"2020-10-29",30541
"2020-10-30",27756
"2020-10-31",18477
"2020-11-01",21052
"2020-11-02",38730
"2020-11-03",41103
"2020-11-04",37416
"2020-11-05",37102
"2020-11-06",30504
"2020-11-07",20693
"2020-11-08",22288
"2020-11-09",35653
"2020-11-10",34325
"2020-11-11",31333
"2020-11-12",32398
"2020-11-13",27413
"2020-11-14",18431
"2020-11-15",19749
"2020-11-16",31882
"2020-11-17",31860
"2020-11-18",31403
"2020-11-19",30808
"2020-11-20",26912
"2020-11-21",18253
"2020-11-22",18596
"2020-11-23",30108
"2020-11-24",29447
"2020-11-25",18787
"2020-11-26",25597
"2020-11-27",22100
"2020-11-28",16693
"2020-11-29",17662
"2020-11-30",29588
"2020-12-01",29482
"2020-12-02",28867
"2020-12-03",27049
"2020-12-04",24276
"2020-12-05",17409
"2020-12-06",17324
"2020-12-07",26975
"2020-12-08",25680
"2020-12-09",26141
"2020-12-10",25192
"2020-12-11",21917
"2020-12-12",15500
"2020-12-13",15603
"2020-12-14",24352
"2020-12-15",23360
"2020-12-16",23202
"2020-12-17",21885
"2020-12-18",19081
"2020-12-19",13801
"2020-12-20",13491
"2020-12-21",19431
"2020-12-22",18671
"2020-12-23",16717
"2020-12-24",12254
"2020-12-25",9598
"2020-12-26",11453
"2020-12-27",11525
"2020-12-28",16432
"2020-12-29",16608
"2020-12-30",15111
"2020-12-31",10991
"2021-01-01",8914
"2021-01-02",12404
"2021-01-03",13523
"2021-01-04",26341
"2021-01-05",28364
"2021-01-06",25682
"2021-01-07",27230
"2021-01-08",24281
"2021-01-09",17013
"2021-01-10",18160
"2021-01-11",34437
"2021-01-12",34324
"2021-01-13",32538
"2021-01-14",31539
"2021-01-15",29887
"2021-01-16",21231
"2021-01-17",22084
"2021-01-18",38871
"2021-01-19",46031
"2021-01-20",51993
"2021-01-21",45950
"2021-01-22",36849
"2021-01-23",22912
"2021-01-24",23165
"2021-01-25",44002
"2021-01-26",42261
"2021-01-27",42496
"2021-01-28",38874
"2021-01-29",33566
"2021-01-30",21815
"2021-01-31",22498
"2021-02-01",41689
"2021-02-02",42121
"2021-02-03",41252
"2021-02-04",37545
"2021-02-05",33158
"2021-02-06",20799
"2021-02-07",22135
"2021-02-08",36237
"2021-02-09",36761
"2021-02-10",35780
"2021-02-11",31946
"2021-02-12",27185
"2021-02-13",17998
"2021-02-14",17611
"2021-02-15",31442
"2021-02-16",32547
"2021-02-17",32829
"2021-02-18",33445
"2021-02-19",28578
"2021-02-20",19898
"2021-02-21",20003
"2021-02-22",36926
"2021-02-23",40162
"2021-02-24",39458
"2021-02-25",38262
"2021-02-26",35154
"2021-02-27",21474
"2021-02-28",23080
"2021-03-01",45737
"2021-03-02",48170
"2021-03-03",47637
"2021-03-04",45718
"2021-03-05",37109
"2021-03-06",24130
"2021-03-07",25022
"2021-03-08",44644
"2021-03-09",43625
"2021-03-10",42729
"2021-03-11",40178
"2021-03-12",36520
"2021-03-13",22982
"2021-03-14",23496
"2021-03-15",38339
"2021-03-16",42000
"2021-03-17",39459
"2021-03-18",36625
"2021-03-19",31483
"2021-03-20",22234
"2021-03-21",22473
"2021-03-22",37383
"2021-03-23",36296
"2021-03-24",35768
"2021-03-25",32243
"2021-03-26",28426
"2021-03-27",20377
"2021-03-28",19458
"2021-03-29",32942
"2021-03-30",33564
"2021-03-31",32116
"2021-04-01",29023
"2021-04-02",22336
"2021-04-03",16917
"2021-04-04",17304
"2021-04-05",27437
"2021-04-06",34054
"2021-04-07",33382
"2021-04-08",32539
"2021-04-09",29308
"2021-04-10",20175
"2021-04-11",20355
"2021-04-12",34888
"2021-04-13",33661
"2021-04-14",32762
"2021-04-15",32396
"2021-04-16",28975
"2021-04-17",19396
"2021-04-18",19711
"2021-04-19",33225
"2021-04-20",32950
"2021-04-21",31089
"2021-04-22",30660
"2021-04-23",26123
"2021-04-24",18273
"2021-04-25",19380
"2021-04-26",30985
"2021-04-27",29189
"2021-04-28",29722
"2021-04-29",27862
"2021-04-30",23698
"2021-05-01",15464
"2021-05-02",16043
"2021-05-03",25786
"2021-05-04",27655
"2021-05-05",25815
"2021-05-06",27289
"2021-05-07",24866
"2021-05-08",18077
"2021-05-09",16564
"2021-05-10",29062
"2021-05-11",28379
"2021-05-12",27230
"2021-05-13",23966
"2021-05-14",22618
"2021-05-15",16628
"2021-05-16",16175
"2021-05-17",28053
"2021-05-18",29195
"2021-05-19",28014
"2021-05-20",27373
"2021-05-21",24480
"2021-05-22",16180
"2021-05-23",15757
"2021-05-24",26802
"2021-05-25",28725
"2021-05-26",25675
"2021-05-27",25386
"2021-05-28",22339
"2021-05-29",14770
"2021-05-30",14711
"2021-05-31",22794
"2021-06-01",27167
"2021-06-02",32041
"2021-06-03",30303
"2021-06-04",25383
"2021-06-05",17199
"2021-06-06",17536
"2021-06-07",30820
"2021-06-08",31447
"2021-06-09",31957
"2021-06-10",30170
"2021-06-11",24742
"2021-06-12",15171
"2021-06-13",16441
"2021-06-14",27575
"2021-06-15",29305
"2021-06-16",27608
"2021-06-17",26129
"2021-06-18",22108
"2021-06-19",15327
"2021-06-20",14804
"2021-06-21",27318
"2021-06-22",27594
"2021-06-23",26236
"2021-06-24",25345
"2021-06-25",22301
"2021-06-26",14443
"2021-06-27",13668
"2021-06-28",25620
"2021-06-29",25557
"2021-06-30",24227
"2021-07-01",23786
"2021-07-02",20431
"2021-07-03",13136
"2021-07-04",14269
"2021-07-05",23547
"2021-07-06",25108
"2021-07-07",24920
"2021-07-08",23774
"2021-07-09",20904
"2021-07-10",13635
"2021-07-11",13734
"2021-07-12",26209
"2021-07-13",24744
"2021-07-14",23679
"2021-07-15",22692
"2021-07-16",20759
"2021-07-17",12810
"2021-07-18",12590
"2021-07-19",25104
"2021-07-20",23970
"2021-07-21",22618
"2021-07-22",23078
"2021-07-23",19135
"2021-07-24",12855
"2021-07-25",14193
"2021-07-26",25962
"2021-07-27",23823
"2021-07-28",23422
"2021-07-29",21675
"2021-07-30",19627
"2021-07-31",12575
"2021-08-01",12363
"2021-08-02",23682
"2021-08-03",23759
"2021-08-04",23870
"2021-08-05",22578
"2021-08-06",20823
"2021-08-07",12950
"2021-08-08",13415
"2021-08-09",25202
"2021-08-10",26301
"2021-08-11",28114
"2021-08-12",42301
"2021-08-13",25472
"2021-08-14",15542
"2021-08-15",35851
"2021-08-16",59282
"2021-08-17",46586
"2021-08-18",43779
"2021-08-19",40406
"2021-08-20",41082
"2021-08-21",27648
"2021-08-22",16514
"2021-08-23",38290
"2021-08-24",40858
"2021-08-25",40232
"2021-08-26",40874
"2021-08-27",31896
"2021-08-28",18220
"2021-08-29",19442
"2021-08-30",42277
"2021-08-31",55126
"2021-09-01",46404
"2021-09-02",44823
"2021-09-03",49925
"2021-09-04",55100
"2021-09-05",39477
"2021-09-06",75231
"2021-09-07",72466
"2021-09-08",53994
"2021-09-09",74179
"2021-09-10",38817
"2021-09-11",55046
"2021-09-12",24267
"2021-09-13",81744
"2021-09-14",75506
"2021-09-15",67252
"2021-09-16",43717
"2021-09-17",58802
"2021-09-18",20968
"2021-09-19",35246
"2021-09-20",77986
"2021-09-21",53266
"2021-09-22",53508
"2021-09-23",51655
"2021-09-24",38767
"2021-09-25",39724
"2021-09-26",48810
"2021-09-27",48237
"2021-09-28",50240
"2021-09-29",50658
"2021-09-30",75121
"2021-10-01",62591
"2021-10-02",56372
"2021-10-03",52494
"2021-10-04",49255
"2021-10-05",47681
"2021-10-06",62205
"2021-10-07",79659
"2021-10-08",49506
"2021-10-09",22456
"2021-10-10",23337
"2021-10-11",40592
"2021-10-12",72770
"2021-10-13",57814
"2021-10-14",54833
"2021-10-15",36622
"2021-10-16",23077
"2021-10-17",24673
"2021-10-18",47671
"2021-10-19",47775
"2021-10-20",45397
"2021-10-21",42682
"2021-10-22",36395
"2021-10-23",23749
"2021-10-24",22843
"2021-10-25",43330
"2021-10-26",45185
"2021-10-27",44496
"2021-10-28",39912
"2021-10-29",33568
"2021-10-30",20355
"2021-10-31",20483
"2021-11-01",34777
"2021-11-02",39274
"2021-11-03",39882
"2021-11-04",35267
"2021-11-05",31737
"2021-11-06",21211
"2021-11-07",21827
"2021-11-08",38884
"2021-11-09",37015
"2021-11-10",38114
"2021-11-11",38495
"2021-11-12",32917
"2021-11-13",20632
"2021-11-14",20962
"2021-11-15",41468
"2021-11-16",40790
"2021-11-17",38110
"2021-11-18",36077
"2021-11-19",30833
"2021-11-20",19882
"2021-11-21",18910
"2021-11-22",34721
"2021-11-23",35652
"2021-11-24",33095
"2021-11-25",30056
"2021-11-26",25292
"2021-11-27",18700
"2021-11-28",18547
"2021-11-29",34107
"2021-11-30",35077
"2021-12-01",33586
"2021-12-02",33665
"2021-12-03",28049
"2021-12-04",18820
"2021-12-05",18531
"2021-12-06",31434
"2021-12-07",34691
"2021-12-08",30271
"2021-12-09",29895
"2021-12-10",33336
"2021-12-11",24393
"2021-12-12",16432
"2021-12-13",29619
"2021-12-14",34359
"2021-12-15",11231
"2021-12-16",31917
"2021-12-17",25059
"2021-12-18",20862
"2021-12-19",16685
"2021-12-20",29493
"2021-12-21",25971
"2021-12-22",24710
"2021-12-23",20561
"2021-12-24",14849
"2021-12-25",9978
"2021-12-26",12060
"2021-12-27",17613
"2021-12-28",22881
"2021-12-29",19107
"2021-12-30",21217
"2021-12-31",13147
"2022-01-01",9837
"2022-01-02",18074
"2022-01-03",27904
"2022-01-04",29957
"2022-01-05",38272
"2022-01-06",42857
"2022-01-07",26102
"2022-01-08",24232
"2022-01-09",25428
"2022-01-10",47926
"2022-01-11",49341
"2022-01-12",52232
"2022-01-13",19784
"2022-01-14",41013
"2022-01-15",26557
"2022-01-16",27995
"2022-01-17",42866
"2022-01-18",44016
"2022-01-19",52784
"2022-01-20",42564
"2022-01-21",41748
"2022-01-22",28745
"2022-01-23",23983
"2022-01-24",42953
"2022-01-25",45266
"2022-01-26",45944
"2022-01-27",61835
"2022-01-28",52823
"2022-01-29",44133
"2022-01-30",23043
"2022-01-31",35886
"2022-02-01",48169
"2022-02-02",36648
"2022-02-03",58295
"2022-02-04",29032
"2022-02-05",17914
"2022-02-06",18158
"2022-02-07",50529
"2022-02-08",61298
"2022-02-09",64081
"2022-02-10",56889
"2022-02-11",52041
"2022-02-12",44035
"2022-02-13",44156
"2022-02-14",48885
"2022-02-15",60536
"2022-02-16",36548
"2022-02-17",46982
"2022-02-18",56053
"2022-02-19",49884
"2022-02-20",48575
"2022-02-21",54248
"2022-02-22",63531
"2022-02-23",64215
"2022-02-24",59627
"2022-02-25",57201
"2022-02-26",26073
"2022-02-27",20984
"2022-02-28",64884
"2022-03-01",40763
"2022-03-02",69029
"2022-03-03",66931
"2022-03-04",60012
"2022-03-05",42112
"2022-03-06",47723
"2022-03-07",68460
"2022-03-08",70407
"2022-03-09",41289
"2022-03-10",43742
"2022-03-11",34005
"2022-03-12",22434
"2022-03-13",24585
"2022-03-14",41521
"2022-03-15",53676
"2022-03-16",43396
"2022-03-17",62493
"2022-03-18",56708
"2022-03-19",20444
"2022-03-20",38866
"2022-03-21",61651
"2022-03-22",39432
"2022-03-23",38263
"2022-03-24",46519
"2022-03-25",54088
"2022-03-26",41273
"2022-03-27",47953
"2022-03-28",64527
"2022-03-29",69030
"2022-03-30",40705
"2022-03-31",39061
"2022-04-01",34687
"2022-04-02",38310
"2022-04-03",33718
"2022-04-04",54702
"2022-04-05",65304
"2022-04-06",65060
"2022-04-07",64461
"2022-04-08",58036
"2022-04-09",46798
"2022-04-10",46952
"2022-04-11",62151
"2022-04-12",51109
"2022-04-13",56774
"2022-04-14",55665
"2022-04-15",49693
"2022-04-16",19386
"2022-04-17",44325
"2022-04-18",55496
"2022-04-19",62137
"2022-04-20",57686
"2022-04-21",57301
"2022-04-22",52738
"2022-04-23",45669
"2022-04-24",20869
"2022-04-25",37473
"2022-04-26",41504
"2022-04-27",40205
"2022-04-28",58786
"2022-04-29",57053
"2022-04-30",21104
"2022-05-01",27357
"2022-05-02",60119
"2022-05-03",59520
"2022-05-04",36837
"2022-05-05",58013
"2022-05-06",55372
"2022-05-07",45898
"2022-05-08",44344
"2022-05-09",38401
"2022-05-10",62880
"2022-05-11",44514
"2022-05-12",55269
"2022-05-13",54626
"2022-05-14",36178
"2022-05-15",44668
"2022-05-16",47292
"2022-05-17",60506
"2022-05-18",37476
"2022-05-19",38026
"2022-05-20",44249
"2022-05-21",42486
"2022-05-22",42696
"2022-05-23",38053
"2022-05-24",46235
"2022-05-25",55368
"2022-05-26",32984
"2022-05-27",33177
"2022-05-28",25552
"2022-05-29",16766
"2022-05-30",18970
"2022-05-31",55554
"2022-06-01",47865
"2022-06-02",36196
"2022-06-03",34393
"2022-06-04",62250
"2022-06-05",40978
"2022-06-06",73165
"2022-06-07",77113
"2022-06-08",73641
"2022-06-09",58646
"2022-06-10",52553
"2022-06-11",48020
"2022-06-12",31190
"2022-06-13",52774
"2022-06-14",50791
"2022-06-15",50634
"2022-06-16",55513
"2022-06-17",42776
"2022-06-18",42573
"2022-06-19",47448
"2022-06-20",66810
"2022-06-21",65312
"2022-06-22",62289
"2022-06-23",62754
"2022-06-24",44444
"2022-06-25",22535
"2022-06-26",42175
"2022-06-27",58306
"2022-06-28",45867
"2022-06-29",39381
"2022-06-30",47483
"2022-07-01",47481
"2022-07-02",18465
"2022-07-03",25445
"2022-07-04",54002
"2022-07-05",42655
"2022-07-06",46359
"2022-07-07",48668
"2022-07-08",46357
"2022-07-09",38280
"2022-07-10",20249
"2022-07-11",56378
"2022-07-12",40492
"2022-07-13",44806
"2022-07-14",32624
"2022-07-15",42967
"2022-07-16",18313
"2022-07-17",36690
"2022-07-18",41241
"2022-07-19",51408
"2022-07-20",48683
"2022-07-21",31708
"2022-07-22",44405
"2022-07-23",37085
"2022-07-24",36535
"2022-07-25",59828
"2022-07-26",4589
"2022-07-27",65166
"2022-07-28",2524
"2022-07-29",58933
"2022-07-30",40888
"2022-07-31",44538
"2022-08-01",65384
"2022-08-02",58252
"2022-08-03",53457
"2022-08-04",50013
"2022-08-05",46097
"2022-08-06",33047
"2022-08-07",41215
"2022-08-08",60560
"2022-08-09",53625
"2022-08-10",50622
"2022-08-11",50156
"2022-08-12",44659
"2022-08-13",37010
"2022-08-14",35413
"2022-08-15",48689
"2022-08-16",53513
"2022-08-17",53974
"2022-08-18",39096
"2022-08-19",39241
"2022-08-20",21388
"2022-08-21",21527
"2022-08-22",50727
"2022-08-23",54311
"2022-08-24",54455
"2022-08-25",52858
"2022-08-26",42808
"2022-08-27",23777
"2022-08-28",26155
"2022-08-29",56831
"2022-08-30",60357
"2022-08-31",55175
"2022-09-01",57719
"2022-09-02",45168
"2022-09-03",25182
"2022-09-04",27269
"2022-09-05",51993
"2022-09-06",65731
"2022-09-07",72780
"2022-09-08",76741
"2022-09-09",3164
"2022-09-10",25321
"2022-09-11",29568
"2022-09-12",60958
"2022-09-13",67076
"2022-09-14",61647
"2022-09-15",55870
"2022-09-16",45142
"2022-09-17",26010
"2022-09-18",29743
"2022-09-19",56844
"2022-09-20",59527
"2022-09-21",56699
"2022-09-22",57661
"2022-09-23",49915
"2022-09-24",26895
"2022-09-25",30201
"2022-09-26",57251
"2022-09-27",58547
"2022-09-28",54505
"2022-09-29",51612
"2022-09-30",41407
"2022-10-01",23308
"2022-10-02",24974
"2022-10-03",48234
"2022-10-04",51140
"2022-10-05",48970
"2022-10-06",48221
"2022-10-07",39332
"2022-10-08",25083
"2022-10-09",26440
"2022-10-10",45779
"2022-10-11",50146
"2022-10-12",46895
"2022-10-13",44348
"2022-10-14",39050
"2022-10-15",24156
"2022-10-16",25504
"2022-10-17",47358
"2022-10-18",48492
"2022-10-19",46567
"2022-10-20",44670
"2022-10-21",37707
"2022-10-22",23734
"2022-10-23",25267
"2022-10-24",44213
"2022-10-25",44549
"2022-10-26",44795
"2022-10-27",40869
"2022-10-28",34176
"2022-10-29",20474
"2022-10-30",22543
"2022-10-31",39157
"2022-11-01",38473
"2022-11-02",41392
"2022-11-03",39859
"2022-11-04",32891
"2022-11-05",22039
"2022-11-06",22587
"2022-11-07",41127
"2022-11-08",39501
"2022-11-09",39759
"2022-11-10",37442
"2022-11-11",30241
"2022-11-12",21869
"2022-11-13",23296
"2022-11-14",48784
"2022-11-15",78719
"2022-11-16",67211
"2022-11-17",59810
"2022-11-18",48860
"2022-11-19",31025
"2022-11-20",31750
"2022-11-21",53455
"2022-11-22",51007
"2022-11-23",46205
"2022-11-24",38816
"2022-11-25",32695
"2022-11-26",23350
"2022-11-27",25122
"2022-11-28",47396
"2022-11-29",47111
"2022-11-30",44691
"2022-12-01",42867
"2022-12-02",37310
"2022-12-03",24711
"2022-12-04",25734
"2022-12-05",42372
"2022-12-06",40413
"2022-12-07",39618
"2022-12-08",37503
"2022-12-09",31877
"2022-12-10",21916
"2022-12-11",23094
"2022-12-12",35766
"2022-12-13",34677
"2022-12-14",34053
"2022-12-15",32463
"2022-12-16",37992
"2022-12-17",46511
"2022-12-18",37367
"2022-12-19",65829
"2022-12-20",53729
"2022-12-21",47042
"2022-12-22",41123
"2022-12-23",31481
"2022-12-24",20613
"2022-12-25",19681
"2022-12-26",27758
"2022-12-27",31223
"2022-12-28",31220
"2022-12-29",28911
"2022-12-30",25475
"2022-12-31",17825
"2023-01-01",17881
"2023-01-02",32614
"2023-01-03",45072
"2023-01-04",47084
"2023-01-05",46680
"2023-01-06",41221
"2023-01-07",28499
"2023-01-08",29005
"2023-01-09",63402
"2023-01-10",66737
"2023-01-11",65582
"2023-01-12",61487
"2023-01-13",47837
"2023-01-14",29332
"2023-01-15",30323
"2023-01-16",51813
"2023-01-17",66211
"2023-01-18",64731
"2023-01-19",61586
"2023-01-20",50204
"2023-01-21",28568
"2023-01-22",29783
"2023-01-23",59633
"2023-01-24",61266
"2023-01-25",58284
"2023-01-26",50535
"2023-01-27",43274
"2023-01-28",27610
"2023-01-29",28285
"2023-01-30",54437
"2023-01-31",55298
"2023-02-01",53947
"2023-02-02",53889
"2023-02-03",45140
"2023-02-04",29002
"2023-02-05",29637
"2023-02-06",53699
"2023-02-07",56264
"2023-02-08",55911
"2023-02-09",53178
"2023-02-10",44861
"2023-02-11",28878
"2023-02-12",29440
"2023-02-13",54544
"2023-02-14",52708
"2023-02-15",53247
"2023-02-16",50089
"2023-02-17",43394
"2023-02-18",28819
"2023-02-19",30190
"2023-02-20",50644
"2023-02-21",51217
"2023-02-22",52037
"2023-02-23",49614
"2023-02-24",46049
"2023-02-25",28818
"2023-02-26",31067
"2023-02-27",55608
"2023-02-28",56177
"2023-03-01",55905
"2023-03-02",3027
"2023-03-03",48889
"2023-03-04",31817
"2023-03-05",30642
"2023-03-06",53740
"2023-03-07",55337
"2023-03-08",53078
"2023-03-09",52225
"2023-03-10",42583
"2023-03-11",28436
"2023-03-12",30649
"2023-03-13",55633
"2023-03-14",56742
"2023-03-15",54024
"2023-03-16",53233
"2023-03-17",47334
"2023-03-18",32487
"2023-03-19",32596
"2023-03-20",56960
"2023-03-21",94918
"2023-03-22",113748
"2023-03-23",87779
"2023-03-24",69497
"2023-03-25",45261
"2023-03-26",43932
"2023-03-27",74110
"2023-03-28",73468
"2023-03-29",68687
"2023-03-30",63192
"2023-03-31",53230
"2023-04-01",36957
"2023-04-02",38501
"2023-04-03",62458
"2023-04-04",59966
"2023-04-05",53576
"2023-04-06",49981
"2023-04-07",41494
"2023-04-08",31042
"2023-04-09",31188
"2023-04-10",48277
"2023-04-11",58132
"2023-04-12",56920
"2023-04-13",52405
"2023-04-14",42361
"2023-04-15",28840
"2023-04-16",28882
"2023-04-17",53298
"2023-04-18",53304
"2023-04-19",53718
"2023-04-20",49259
"2023-04-21",41276
"2023-04-22",30398
"2023-04-23",33148
"2023-04-24",49679
"2023-04-25",50945
"2023-04-26",48504
"2023-04-27",45728
"2023-04-28",39222
"2023-04-29",26489
"2023-04-30",25874
"2023-05-01",34641
"2023-05-02",46118
"2023-05-03",41636
"2023-05-04",43684
"2023-05-05",38842
"2023-05-06",29273
"2023-05-07",28567
"2023-05-08",44287
"2023-05-09",46011
"2023-05-10",42219
"2023-05-11",40433
"2023-05-12",45169
"2023-05-13",47628
"2023-05-14",42337
"2023-05-15",86196
"2023-05-16",80267
"2023-05-17",67354
"2023-05-18",55600
"2023-05-19",53375
"2023-05-20",37934
"2023-05-21",38821
"2023-05-22",60048
"2023-05-23",56873
"2023-05-24",54112
"2023-05-25",50672
"2023-05-26",43953
"2023-05-27",30041
"2023-05-28",29996
"2023-05-29",43566
"2023-05-30",51740
"2023-05-31",50121
"2023-06-01",47255
"2023-06-02",40434
"2023-06-03",28042
"2023-06-04",30037
"2023-06-05",47819
"2023-06-06",47687
"2023-06-07",45369
"2023-06-08",44887
"2023-06-09",73288
"2023-06-10",41066
"2023-06-11",39155
"2023-06-12",66430
"2023-06-13",60419
"2023-06-14",57755
"2023-06-15",53282
"2023-06-16",46109
"2023-06-17",29962
"2023-06-18",26433
"2023-06-19",44805
"2023-06-20",46943
"2023-06-21",43796
"2023-06-22",42642
"2023-06-23",36392
"2023-06-24",27269
"2023-06-25",26234
"2023-06-26",44433
"2023-06-27",44414
"2023-06-28",42237
"2023-06-29",36078
"2023-06-30",32143
"2023-07-01",20826
"2023-07-02",21609
"2023-07-03",36691
"2023-07-04",36033
"2023-07-05",38134
"2023-07-06",37292
"2023-07-07",35495
"2023-07-08",31243
"2023-07-09",27940
"2023-07-10",53064
"2023-07-11",51034
"2023-07-12",46518
"2023-07-13",42583
"2023-07-14",36584
"2023-07-15",24799
"2023-07-16",24326
"2023-07-17",43291
"2023-07-18",41180
"2023-07-19",41385
"2023-07-20",38589
"2023-07-21",33032
"2023-07-22",22946
"2023-07-23",22597
"2023-07-24",40655
"2023-07-25",42012
"2023-07-26",39626
"2023-07-27",37764
"2023-07-28",33416
"2023-07-29",23672
"2023-07-30",23253
"2023-07-31",40781
"2023-08-01",41919
"2023-08-02",41583
"2023-08-03",41024
"2023-08-04",35044
"2023-08-05",24692
"2023-08-06",24293
"2023-08-07",41138
"2023-08-08",42909
"2023-08-09",40807
"2023-08-10",38865
"2023-08-11",34035
"2023-08-12",24797
"2023-08-13",24443
"2023-08-14",39331
"2023-08-15",38025
"2023-08-16",40453
"2023-08-17",39159
"2023-08-18",33958
"2023-08-19",23224
"2023-08-20",24131
"2023-08-21",47913
"2023-08-22",53680
"2023-08-23",54140
"2023-08-24",57188
"2023-08-25",48823
"2023-08-26",30489
"2023-08-27",32247
"2023-08-28",63604
"2023-08-29",64267
"2023-08-30",60804
"2023-08-31",60674
"2023-09-01",48504
"2023-09-02",30109
"2023-09-03",31741
"2023-09-04",57493
"2023-09-05",70758
"2023-09-06",72453
"2023-09-07",78012
"2023-09-08",61583
"2023-09-09",35797
"2023-09-10",39677
"2023-09-11",78739
"2023-09-12",75400
"2023-09-13",71190
"2023-09-14",65040
"2023-09-15",55240
"2023-09-16",34839
"2023-09-17",37151
"2023-09-18",67239
"2023-09-19",67842
"2023-09-20",64838
"2023-09-21",61527
"2023-09-22",52264
"2023-09-23",33773
"2023-09-24",35010
"2023-09-25",61732
"2023-09-26",66451
"2023-09-27",66055
"2023-09-28",74257
"2023-09-29",69482
"2023-09-30",38503
"2023-10-01",38871
"2023-10-02",71401
"2023-10-03",72309
"2023-10-04",69635
"2023-10-05",66453
"2023-10-06",55188
"2023-10-07",37318
"2023-10-08",38229
"2023-10-09",62533
"2023-10-10",63820
"2023-10-11",61331
"2023-10-12",57049
"2023-10-13",47249
"2023-10-14",31195
"2023-10-15",32665
"2023-10-16",57366
"2023-10-17",58456
"2023-10-18",57192
"2023-10-19",57691
"2023-10-20",51108
"2023-10-21",30746
"2023-10-22",31815
"2023-10-23",53504
"2023-10-24",53434
"2023-10-25",62793
"2023-10-26",72763
"2023-10-27",55572
"2023-10-28",34813
"2023-10-29",36215
"2023-10-30",63448
"2023-10-31",62091
"2023-11-01",54933
"2023-11-02",59117
"2023-11-03",50235
"2023-11-04",30936
"2023-11-05",31859
"2023-11-06",56379
"2023-11-07",57078
"2023-11-08",53771
"2023-11-09",50988
"2023-11-10",42223
"2023-11-11",27761
"2023-11-12",28392
"2023-11-13",49199
"2023-11-14",51080
"2023-11-15",47100
"2023-11-16",47193
"2023-11-17",41018
"2023-11-18",27444
"2023-11-19",27497
"2023-11-20",47879
"2023-11-21",47435
"2023-11-22",43756
"2023-11-23",38840
"2023-11-24",35587
"2023-11-25",26342
"2023-11-26",27392
"2023-11-27",44744
"2023-11-28",45090
"2023-11-29",44284
"2023-11-30",42042
"2023-12-01",33979
"2023-12-02",21921
"2023-12-03",22229
"2023-12-04",38804
"2023-12-05",38295
"2023-12-06",36347
"2023-12-07",33163
"2023-12-08",31926
"2023-12-09",22531
"2023-12-10",25489
"2023-12-11",38781
"2023-12-12",38388
"2023-12-13",35511
"2023-12-14",31710
"2023-12-15",26341
"2023-12-16",16479
